Ngày,"Tên chiến dịch","Tên nhóm quảng cáo","Người tiếp cận","Lượt hiển thị","Số tiền đã chi tiêu (USD)","Người liên hệ qua nhắn tin mới","Lượt bắt đầu cuộc trò chuyện qua tin nhắn","Bình luận về bài viết","Lượt click vào liên kết","Bắt đầu báo cáo","Kết thúc báo cáo"
2023-04-03,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",5508,6100,11.64,3,4,,13,2022-08-04,2024-01-17
2023-04-02,"[ĐTPTDL] - SQL","1/11 SQL - HCM",,,,1,1,,,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - BA","BA 20/09",3563,4318,13.7,4,4,1,9,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",3002,3422,9.67,1,1,,4,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",3170,3601,9.96,7,7,1,22,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","10.03- Power BI [25-34] - Content Video",1971,2434,9.58,1,1,,7,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",6166,6810,9.36,1,2,1,28,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",4454,4675,8.79,,,2,25,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",4793,5116,8.71,,,,18,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",4405,4924,9.08,,,,7,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",2791,3154,9.21,1,1,1,4,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",3857,4509,8.93,2,2,2,10,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - Python Track","10/11 Python Track [26-30]",2926,3421,8.87,,,,4,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",4849,5473,9.24,2,2,1,5,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4850,5543,9.29,,,1,4,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - SQL","1/11 SQL - HCM",7556,8351,14.01,,,,12,2022-08-04,2024-01-17
2023-03-31,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",5682,6234,9.05,,,,6,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - BA","BA 20/09",3824,4650,16.79,2,2,1,4,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",2819,3360,11.64,1,1,,4,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",3378,4049,11.59,1,1,1,14,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","10.03- Power BI [25-34] - Content Video",2001,2469,11.23,,,,8,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",8518,9237,11.99,,,1,28,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",6298,6640,11.88,1,1,2,28,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",6744,7362,12.18,1,1,,29,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",4173,4732,11.03,1,1,,9,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",2663,3025,11.18,,,,,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",3854,4581,10.98,1,1,,7,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - Python Track","10/11 Python Track [26-30]",2926,3471,10.85,,,,4,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",4194,4829,11.21,4,4,3,7,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4811,5598,11.27,1,1,,4,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - SQL","1/11 SQL - HCM",9010,10256,17.18,2,2,1,18,2022-08-04,2024-01-17
2023-03-30,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",6302,7030,11.17,,,,11,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - BA","BA 20/09",3654,4447,16.4,3,3,,8,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",2901,3499,11.57,1,2,,9,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2799,3314,11.36,2,2,,11,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","10.03- Power BI [25-34] - Content Video",1971,2462,11.65,,,,10,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",5596,6521,11.31,1,1,1,15,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",6446,6910,10.99,3,3,2,26,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",6444,6880,10.83,2,2,1,21,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",3851,4423,10.92,1,1,,9,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",2607,3005,10.91,,,,6,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",3621,4366,11.07,2,2,,10,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - Python Track","10/11 Python Track [26-30]",3014,3541,11.29,,,,7,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",3778,4400,10.86,1,1,,4,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4689,5430,10.71,1,1,,2,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - SQL","1/11 SQL - HCM",8204,9292,16.36,3,3,1,16,2022-08-04,2024-01-17
2023-03-29,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",6518,7254,11.02,,,1,10,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - BA","BA 20/09",3379,4138,16.55,4,4,1,10,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",2766,3445,11.34,1,1,,5,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",3240,3945,11.37,2,2,1,9,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","10.03- Power BI [25-34] - Content Video",1990,2586,11.45,,1,,13,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",4941,5828,11.32,2,2,1,16,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",4168,4462,11.11,1,2,,18,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",4354,4752,11.08,3,3,1,18,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",3452,4043,10.83,,,,5,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",2812,3228,10.92,3,3,,6,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",4305,5191,10.87,,,,8,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - Python Track","10/11 Python Track [26-30]",3461,4111,10.98,2,2,1,5,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",4595,5319,10.98,2,2,,7,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4881,5752,10.92,1,1,,7,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - SQL","1/11 SQL - HCM",6782,7841,16.35,3,3,,16,2022-08-04,2024-01-17
2023-03-28,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",5058,5717,10.94,1,1,,6,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - BA","BA 20/09",4379,5083,16.13,1,1,1,8,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",2817,3544,11.27,,1,,5,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2549,3141,11.31,1,1,1,11,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","10.03- Power BI [25-34] - Content Video",1812,2461,11.41,3,3,,16,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",5268,6058,11.47,3,3,1,29,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",4121,4303,10.86,3,3,,24,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",4201,4440,10.77,,,,9,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",3656,4158,10.83,2,2,,15,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",3206,3569,11.05,3,3,2,8,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",4555,5149,11.29,3,3,,11,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - Python Track","10/11 Python Track [26-30]",3827,4273,10.83,,,1,7,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",4909,5583,10.92,3,3,3,10,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4782,5450,10.67,2,2,,10,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - SQL","1/11 SQL - HCM",7140,8081,16.45,3,3,,13,2022-08-04,2024-01-17
2023-03-27,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",5812,6607,10.86,1,1,,11,2022-08-04,2024-01-17
2023-03-26,"[ĐTPTDL] - BA","BA 20/09",824,900,3.68,,,,1,2022-08-04,2024-01-17
2023-03-26,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",1223,1264,2.2,1,1,,6,2022-08-04,2024-01-17
2023-03-26,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",1219,1287,2.21,,,,5,2022-08-04,2024-01-17
2023-03-26,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",636,689,2.97,2,2,,2,2022-08-04,2024-01-17
2023-03-26,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",693,765,2.47,,,,2,2022-08-04,2024-01-17
2023-03-26,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",887,994,2.45,,,,7,2022-08-04,2024-01-17
2023-03-26,"[ĐTPTDL] - Python Track","10/11 Python Track [26-30]",655,714,2.57,,,,4,2022-08-04,2024-01-17
2023-03-26,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",972,1037,2.36,1,1,,1,2022-08-04,2024-01-17
2023-03-26,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",1114,1191,2.72,,,,1,2022-08-04,2024-01-17
2023-03-26,"[ĐTPTDL] - SQL","1/11 SQL - HCM",1745,1856,3.37,1,1,,4,2022-08-04,2024-01-17
2023-03-26,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",1203,1289,2.27,,,,1,2022-08-04,2024-01-17
2023-03-25,"[ĐTPTDL] - BA","BA 20/09",3011,3477,14.71,1,2,,9,2022-08-04,2024-01-17
2023-03-25,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",405,435,3.11,,,,,2022-08-04,2024-01-17
2023-03-25,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",665,727,3.14,1,1,,1,2022-08-04,2024-01-17
2023-03-25,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",6700,6985,10.47,1,1,1,27,2022-08-04,2024-01-17
2023-03-25,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",6086,6549,10.65,1,1,1,24,2022-08-04,2024-01-17
2023-03-25,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",4165,4666,10.66,,,,10,2022-08-04,2024-01-17
2023-03-25,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",2673,3046,10.45,1,1,1,6,2022-08-04,2024-01-17
2023-03-25,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",3914,4443,10.34,,,,5,2022-08-04,2024-01-17
2023-03-25,"[ĐTPTDL] - Python Track","10/11 Python Track [26-30]",2993,3648,10.47,1,1,1,5,2022-08-04,2024-01-17
2023-03-25,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",3868,4449,10.39,2,2,,6,2022-08-04,2024-01-17
2023-03-25,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4998,5784,10.99,1,1,,11,2022-08-04,2024-01-17
2023-03-25,"[ĐTPTDL] - SQL","1/11 SQL - HCM",8384,9617,16.01,1,1,2,9,2022-08-04,2024-01-17
2023-03-25,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",6176,7135,10.43,1,1,1,9,2022-08-04,2024-01-17
2023-03-24,"[ĐTPTDL] - BA","BA 20/09",2559,2876,10.22,4,4,,6,2022-08-04,2024-01-17
2023-03-24,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",2103,2439,9.17,,,,3,2022-08-04,2024-01-17
2023-03-24,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",2601,2949,9.57,1,1,,4,2022-08-04,2024-01-17
2023-03-24,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",5636,6005,9.01,2,2,2,27,2022-08-04,2024-01-17
2023-03-24,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",5910,6388,9.78,,,1,23,2022-08-04,2024-01-17
2023-03-24,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",3745,4158,9.78,1,1,1,5,2022-08-04,2024-01-17
2023-03-24,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",2457,2803,9.23,,,,9,2022-08-04,2024-01-17
2023-03-24,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2819,3199,10.19,1,1,,8,2022-08-04,2024-01-17
2023-03-24,"[ĐTPTDL] - Python Track","10/11 Python Track [26-30]",2002,2321,9.22,1,1,,3,2022-08-04,2024-01-17
2023-03-24,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",3828,4233,9.05,2,2,1,5,2022-08-04,2024-01-17
2023-03-24,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4281,4895,9.86,2,3,,11,2022-08-04,2024-01-17
2023-03-24,"[ĐTPTDL] - SQL","1/11 SQL - HCM",7434,8125,13.67,,,1,13,2022-08-04,2024-01-17
2023-03-24,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",5752,6320,9.21,1,1,,7,2022-08-04,2024-01-17
2023-03-23,"[ĐTPTDL] - BA","BA 20/09",2273,2731,9.81,1,1,,6,2022-08-04,2024-01-17
2023-03-23,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",1044,1208,4.79,,,,,2022-08-04,2024-01-17
2023-03-23,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1201,1398,4.92,,,,2,2022-08-04,2024-01-17
2023-03-23,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",4864,5189,9.77,4,4,,22,2022-08-04,2024-01-17
2023-03-23,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2525,3008,10.03,1,1,1,7,2022-08-04,2024-01-17
2023-03-23,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2138,2513,9.8,1,1,2,7,2022-08-04,2024-01-17
2023-03-23,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4217,4848,9.6,3,3,,12,2022-08-04,2024-01-17
2023-03-23,"[ĐTPTDL] - SQL","1/11 SQL - HCM",6642,7159,9.72,3,3,2,12,2022-08-04,2024-01-17
2023-03-22,"[ĐTPTDL] - BA","BA 20/09",2950,3433,9.74,4,4,,7,2022-08-04,2024-01-17
2023-03-22,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",1317,1477,4.8,,,,2,2022-08-04,2024-01-17
2023-03-22,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1392,1564,4.78,,,,,2022-08-04,2024-01-17
2023-03-22,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",5637,5933,10.2,2,2,1,30,2022-08-04,2024-01-17
2023-03-22,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",3944,4451,9.61,,,,7,2022-08-04,2024-01-17
2023-03-22,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",3268,3726,9.76,,,1,2,2022-08-04,2024-01-17
2023-03-22,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4906,5458,9.83,,,,9,2022-08-04,2024-01-17
2023-03-22,"[ĐTPTDL] - SQL","1/11 SQL - HCM",5764,6427,9.88,7,7,1,19,2022-08-04,2024-01-17
2023-03-21,"[ĐTPTDL] - BA","BA 20/09",2367,2896,9.47,1,1,,6,2022-08-04,2024-01-17
2023-03-21,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",989,1121,4.8,1,1,,2,2022-08-04,2024-01-17
2023-03-21,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",963,1125,4.67,,,,1,2022-08-04,2024-01-17
2023-03-21,"[ĐTPTDL] - Excel VBA","12/11 Excel",1126,1206,2.69,2,2,,3,2022-08-04,2024-01-17
2023-03-21,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",4246,4607,9.62,1,1,,19,2022-08-04,2024-01-17
2023-03-21,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2457,2893,9.63,1,1,1,4,2022-08-04,2024-01-17
2023-03-21,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2279,2660,9.51,5,5,1,6,2022-08-04,2024-01-17
2023-03-21,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",5250,6019,9.53,6,6,1,6,2022-08-04,2024-01-17
2023-03-21,"[ĐTPTDL] - SQL","1/11 SQL - HCM",3952,4493,9.55,1,1,1,7,2022-08-04,2024-01-17
2023-03-20,"[ĐTPTDL] - BA","BA 20/09",2167,2600,10.51,3,3,,5,2022-08-04,2024-01-17
2023-03-20,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",1053,1173,5.18,,,,2,2022-08-04,2024-01-17
2023-03-20,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1343,1540,5.23,,,,,2022-08-04,2024-01-17
2023-03-20,"[ĐTPTDL] - Excel VBA","12/11 Excel",2476,3006,10.35,6,6,4,6,2022-08-04,2024-01-17
2023-03-20,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",,,,1,1,,,2022-08-04,2024-01-17
2023-03-20,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",4810,5134,10.49,3,3,,23,2022-08-04,2024-01-17
2023-03-20,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2404,2862,10.42,1,1,,11,2022-08-04,2024-01-17
2023-03-20,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2243,2730,10.62,1,1,1,12,2022-08-04,2024-01-17
2023-03-20,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4258,4893,10.45,1,1,,8,2022-08-04,2024-01-17
2023-03-20,"[ĐTPTDL] - SQL","1/11 SQL - HCM",4512,5112,10.46,1,1,1,8,2022-08-04,2024-01-17
2023-03-19,"[ĐTPTDL] - BA","BA 20/09",2389,2830,9.59,1,1,,3,2022-08-04,2024-01-17
2023-03-19,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",1044,1173,4.88,,,,2,2022-08-04,2024-01-17
2023-03-19,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1242,1404,4.89,1,1,,1,2022-08-04,2024-01-17
2023-03-19,"[ĐTPTDL] - Excel VBA","12/11 Excel",2367,2868,9.61,4,4,2,3,2022-08-04,2024-01-17
2023-03-19,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",4348,4658,9.48,2,2,1,21,2022-08-04,2024-01-17
2023-03-19,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",3188,3589,9.86,2,2,,6,2022-08-04,2024-01-17
2023-03-19,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2473,2915,9.76,3,3,,5,2022-08-04,2024-01-17
2023-03-19,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",3833,4362,9.74,3,3,,3,2022-08-04,2024-01-17
2023-03-19,"[ĐTPTDL] - SQL","1/11 SQL - HCM",3499,3980,9.69,2,2,,7,2022-08-04,2024-01-17
2023-03-18,"[ĐTPTDL] - BA","BA 20/09",4122,4893,12.08,4,4,,9,2022-08-04,2024-01-17
2023-03-18,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",1498,1695,6.06,3,3,1,3,2022-08-04,2024-01-17
2023-03-18,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",2336,2568,6.04,2,2,,5,2022-08-04,2024-01-17
2023-03-18,"[ĐTPTDL] - Excel VBA","12/11 Excel",3303,3949,12.01,5,6,3,13,2022-08-04,2024-01-17
2023-03-18,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",6236,6635,12.12,4,4,1,22,2022-08-04,2024-01-17
2023-03-18,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",4368,5049,12.2,1,1,1,8,2022-08-04,2024-01-17
2023-03-18,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",3594,4201,12.35,1,1,1,4,2022-08-04,2024-01-17
2023-03-18,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",5808,6474,12.15,2,2,1,6,2022-08-04,2024-01-17
2023-03-18,"[ĐTPTDL] - SQL","1/11 SQL - HCM",5880,6703,11.91,1,2,,13,2022-08-04,2024-01-17
2023-03-17,"[ĐTPTDL] - BA","BA 20/09",4973,6004,11.99,3,3,1,11,2022-08-04,2024-01-17
2023-03-17,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",2271,2515,6.06,3,3,,10,2022-08-04,2024-01-17
2023-03-17,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",2486,2790,6.05,,,,7,2022-08-04,2024-01-17
2023-03-17,"[ĐTPTDL] - Excel VBA","12/11 Excel",4009,4651,11.96,3,3,,8,2022-08-04,2024-01-17
2023-03-17,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",6250,6787,12.05,4,4,1,32,2022-08-04,2024-01-17
2023-03-17,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",4912,5729,12.04,1,1,1,11,2022-08-04,2024-01-17
2023-03-17,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",3892,4606,12.11,,,,4,2022-08-04,2024-01-17
2023-03-17,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",5160,5777,12.01,7,7,1,16,2022-08-04,2024-01-17
2023-03-17,"[ĐTPTDL] - SQL","1/11 SQL - HCM",6074,7078,12.04,1,1,,13,2022-08-04,2024-01-17
2023-03-16,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",,,,1,1,,,2022-08-04,2024-01-17
2023-03-16,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",,,,1,1,,,2022-08-04,2024-01-17
2023-03-16,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",,,,1,1,,,2022-08-04,2024-01-17
2023-03-15,"[ĐTPTDL] - BA","BA 20/09",2003,2320,7.29,1,1,,4,2022-08-04,2024-01-17
2023-03-15,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",810,903,3.67,,,,2,2022-08-04,2024-01-17
2023-03-15,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1077,1207,3.3,,,,8,2022-08-04,2024-01-17
2023-03-15,"[ĐTPTDL] - Excel VBA","12/11 Excel",1814,2117,6.75,2,2,,5,2022-08-04,2024-01-17
2023-03-15,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",1579,1885,7.32,,,,4,2022-08-04,2024-01-17
2023-03-15,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",2541,2720,6.47,2,2,,16,2022-08-04,2024-01-17
2023-03-15,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2614,2980,7.54,1,1,,8,2022-08-04,2024-01-17
2023-03-15,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2607,3017,7.57,1,1,1,3,2022-08-04,2024-01-17
2023-03-15,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",2514,2896,7.12,1,1,,3,2022-08-04,2024-01-17
2023-03-14,"[ĐTPTDL] - BA","BA 20/09",2654,3168,10.15,3,3,,7,2022-08-04,2024-01-17
2023-03-14,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",1069,1235,4.99,2,3,,2,2022-08-04,2024-01-17
2023-03-14,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1282,1476,5.31,,,,2,2022-08-04,2024-01-17
2023-03-14,"[ĐTPTDL] - Excel VBA","12/11 Excel",1708,2157,10.2,6,6,1,8,2022-08-04,2024-01-17
2023-03-14,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",1964,2445,10.51,1,1,,5,2022-08-04,2024-01-17
2023-03-14,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1777,2011,6.92,,,,3,2022-08-04,2024-01-17
