Ngày,"Tên chiến dịch","Tên nhóm quảng cáo","Người tiếp cận","Lượt hiển thị","Số tiền đã chi tiêu (USD)","Người liên hệ qua nhắn tin mới","Lượt bắt đầu cuộc trò chuyện qua tin nhắn","Bình luận về bài viết","Lượt click vào liên kết","Bắt đầu báo cáo","Kết thúc báo cáo"
2023-04-20,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","14/04 Power BI_LKL",3380,3605,10.51,2,2,1,10,2022-08-04,2024-01-17
2023-04-20,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2147,2520,7.25,3,3,1,8,2022-08-04,2024-01-17
2023-04-20,"[ĐTPTDL] - Python Track","16/04 Python Track_TGCV",1115,1333,7.96,2,2,,4,2022-08-04,2024-01-17
2023-04-20,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",3100,3499,6.92,,,,4,2022-08-04,2024-01-17
2023-04-20,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",3515,4018,7.18,1,1,,5,2022-08-04,2024-01-17
2023-04-20,"[ĐTPTDL] - SQL","14/04 SQL_LKL",2110,2474,6.78,1,1,1,5,2022-08-04,2024-01-17
2023-04-20,"[ĐTPTDL] - SQL","15/04 SQL",1814,2011,6.58,,,,3,2022-08-04,2024-01-17
2023-04-19,"[ĐTPTDL] - BA","17/04 BA Track",2691,3177,11.6,5,5,2,10,2022-08-04,2024-01-17
2023-04-19,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",1820,2246,9.7,6,6,,8,2022-08-04,2024-01-17
2023-04-19,"[ĐTPTDL] - Excel VBA","12/11 Excel",717,795,2.72,1,1,,4,2022-08-04,2024-01-17
2023-04-19,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2550,2892,9.54,5,5,,15,2022-08-04,2024-01-17
2023-04-19,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/04 Power BI",2537,3013,14.36,1,2,1,9,2022-08-04,2024-01-17
2023-04-19,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",4324,4815,9.61,1,1,1,24,2022-08-04,2024-01-17
2023-04-19,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","14/04 Power BI_LKL",4372,4808,14.32,1,1,,25,2022-08-04,2024-01-17
2023-04-19,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2721,3254,9.72,2,2,1,4,2022-08-04,2024-01-17
2023-04-19,"[ĐTPTDL] - Python Track","16/04 Python Track_TGCV",1411,1698,11.89,2,2,1,2,2022-08-04,2024-01-17
2023-04-19,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",3831,4508,9.46,1,1,2,8,2022-08-04,2024-01-17
2023-04-19,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4731,5511,9.65,1,1,1,12,2022-08-04,2024-01-17
2023-04-19,"[ĐTPTDL] - SQL","14/04 SQL_LKL",2838,3414,9.59,2,2,,8,2022-08-04,2024-01-17
2023-04-19,"[ĐTPTDL] - SQL","15/04 SQL",2375,2705,9.7,,,,3,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - BA","17/04 BA Track",2275,2754,11.74,4,4,1,9,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1611,2048,9.67,,,,2,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",1781,2255,9.92,4,5,2,7,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - Excel VBA","12/11 Excel",2908,3337,9.94,6,6,,8,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2461,2855,9.89,1,2,,7,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/04 Power BI",2881,3503,14.45,4,4,1,7,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",4580,5037,9.83,1,1,,27,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","14/04 Power BI_LKL",4544,4953,14.84,4,4,2,23,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2452,2997,9.76,3,3,,9,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - Python Track","16/04 Python Track_TGCV",1268,1538,11.85,1,1,,5,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",4226,4949,9.74,4,4,2,8,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4912,5785,9.71,,,1,11,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - SQL","14/04 SQL_LKL",2921,3495,9.65,1,1,,10,2022-08-04,2024-01-17
2023-04-18,"[ĐTPTDL] - SQL","15/04 SQL",2411,2751,9.68,2,2,,6,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - BA","17/04 BA Track",1657,2092,12.27,1,1,,5,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1628,2109,9.91,,,,3,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",1572,1961,10.13,4,5,2,6,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - Excel VBA","12/11 Excel",2630,3081,9.76,2,2,3,11,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2109,2420,10.13,2,3,1,6,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/04 Power BI",3433,4051,15.36,1,1,2,7,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",4831,5394,10.14,2,3,2,19,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","14/04 Power BI_LKL",4693,5146,15.32,,1,,21,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2333,2851,9.88,,,,5,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - Python Track","16/04 Python Track_TGCV",1474,1838,12.35,2,3,,4,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",3779,4414,10.19,2,4,1,9,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4687,5607,10.17,2,2,2,10,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - SQL","14/04 SQL_LKL",2805,3331,10.37,1,1,,12,2022-08-04,2024-01-17
2023-04-17,"[ĐTPTDL] - SQL","15/04 SQL",2794,3233,9.94,1,2,,9,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - BA","17/04 BA Track",736,768,2.05,,,,1,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - BA","BA 20/09",2245,2644,11.45,1,1,1,3,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1460,1806,9.91,2,2,,7,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",1207,1623,9.77,5,5,2,8,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - Excel VBA","12/11 Excel",3217,3671,9.9,8,9,1,13,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2190,2503,10.08,1,1,1,11,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/04 Power BI",3191,3786,15.1,4,5,,11,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",4820,5246,9.7,6,5,1,28,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","14/04 Power BI_LKL",4867,5320,14.98,3,3,1,20,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2779,3258,9.92,1,1,,4,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - Python Track","16/04 Python Track_TGCV",546,628,6.25,,,1,1,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",3772,4311,10.12,7,7,1,13,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4117,4725,9.77,3,3,3,7,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - SQL","1/11 SQL - HCM",5600,6851,14.24,1,1,,18,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - SQL","14/04 SQL_LKL",2667,3250,9.92,1,1,2,8,2022-08-04,2024-01-17
2023-04-16,"[ĐTPTDL] - SQL","15/04 SQL",2343,2691,10.08,4,4,,8,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - BA","BA 20/09",5110,6160,18.03,1,1,,7,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3088,3716,11.94,,,1,3,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",7,7,0.01,,,,,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - Excel VBA","12/11 Excel",4243,4841,12.14,3,3,,10,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",4792,4923,12.21,2,2,,15,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/04 Power BI",3735,4731,15.92,3,3,,18,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",10170,10191,12.02,2,2,,55,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","14/04 Power BI_LKL",7304,7942,15.74,1,1,2,34,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",4015,4896,11.95,3,3,,7,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",5510,6240,11.96,2,2,1,8,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",6428,7467,12.09,2,2,1,10,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - SQL","1/11 SQL - HCM",11160,11543,18.18,,1,,22,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - SQL","14/04 SQL_LKL",3255,4091,10.93,1,1,,13,2022-08-04,2024-01-17
2023-04-15,"[ĐTPTDL] - SQL","15/04 SQL",2523,3039,10.6,1,1,1,4,2022-08-04,2024-01-17
2023-04-14,"[ĐTPTDL] - BA","BA 20/09",4234,5182,17.43,4,4,1,10,2022-08-04,2024-01-17
2023-04-14,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",2594,3172,11.49,4,4,1,6,2022-08-04,2024-01-17
2023-04-14,"[ĐTPTDL] - Excel VBA","12/11 Excel",3417,4007,11.73,8,8,2,12,2022-08-04,2024-01-17
2023-04-14,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",1434,1617,6.42,,,,1,2022-08-04,2024-01-17
2023-04-14,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/04 Power BI",2368,3040,14.57,3,4,,10,2022-08-04,2024-01-17
2023-04-14,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","14/04 Power BI_LKL",4870,5325,13.07,2,2,2,23,2022-08-04,2024-01-17
2023-04-14,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",3170,4011,11.55,1,1,,5,2022-08-04,2024-01-17
2023-04-14,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",5362,6011,11.37,2,2,1,11,2022-08-04,2024-01-17
2023-04-14,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",6686,7772,11.62,3,3,1,11,2022-08-04,2024-01-17
2023-04-14,"[ĐTPTDL] - SQL","1/11 SQL - HCM",,,,1,1,,,2022-08-04,2024-01-17
2023-04-14,"[ĐTPTDL] - SQL","14/04 SQL_LKL",2257,2996,9.72,,,,11,2022-08-04,2024-01-17
2023-04-14,"[ĐTPTDL] - SQL","15/04 SQL",1057,1166,5.06,,,,2,2022-08-04,2024-01-17
2023-04-13,"[ĐTPTDL] - BA","BA 20/09",3582,4369,16.91,3,3,,12,2022-08-04,2024-01-17
2023-04-13,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3350,3915,11.87,,,,8,2022-08-04,2024-01-17
2023-04-13,"[ĐTPTDL] - Excel VBA","12/11 Excel",3677,4369,11.48,3,4,1,10,2022-08-04,2024-01-17
2023-04-13,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",2929,3399,12.33,2,2,,9,2022-08-04,2024-01-17
2023-04-13,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/04 Power BI",2512,2884,11.76,1,1,,8,2022-08-04,2024-01-17
2023-04-13,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",4921,5717,11.5,,,,28,2022-08-04,2024-01-17
2023-04-13,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",254,273,1.02,,,1,1,2022-08-04,2024-01-17
2023-04-13,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2815,3499,11.33,1,1,,6,2022-08-04,2024-01-17
2023-04-13,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",6056,6909,11.82,1,1,,10,2022-08-04,2024-01-17
2023-04-13,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",6558,7708,11.58,2,2,1,14,2022-08-04,2024-01-17
2023-04-13,"[ĐTPTDL] - SQL","1/11 SQL - HCM",3971,4779,15.4,1,1,,7,2022-08-04,2024-01-17
2023-04-13,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",2535,3079,9.64,,,,4,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - BA","BA 20/09",4624,5586,17.04,2,2,,7,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",3163,3561,9.05,,,1,2,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",5182,6057,11.25,2,3,1,9,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - Excel VBA","12/11 Excel",4006,4626,11.07,2,2,2,10,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",4227,4812,12.08,1,1,,4,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1776,2022,6.14,,,,7,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",7970,8885,11.06,5,5,,30,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",3150,3407,5.93,,,1,20,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",5716,6369,11.21,1,1,,26,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",3320,3767,9.11,1,1,,9,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",1920,2224,8.89,2,2,,8,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",3472,4178,11.11,1,1,,4,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",6298,7046,10.85,4,5,,15,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",7208,8466,11.11,3,3,1,16,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - SQL","1/11 SQL - HCM",5693,6648,16.77,1,2,,7,2022-08-04,2024-01-17
2023-04-12,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",4299,4972,11.23,1,1,,9,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - BA","BA 20/09",3231,3810,10.11,,,,7,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",2067,2316,7.2,1,1,1,7,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",2980,3362,6.82,2,2,,2,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - Excel VBA","12/11 Excel",2373,2645,6.79,1,1,,4,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",1926,2153,7.19,,,,2,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1828,2068,6.75,1,1,,6,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",3738,4153,6.96,4,4,1,16,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",3197,3418,6.75,,,,17,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",2921,3183,6.59,3,3,,10,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2233,2516,7.09,,,,1,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",1432,1618,6.85,,,1,2,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2200,2550,7.19,,,,3,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",3459,3867,7.03,1,1,,3,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",3934,4426,6.93,1,1,1,10,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - SQL","1/11 SQL - HCM",3289,3784,10.52,1,1,,10,2022-08-04,2024-01-17
2023-04-11,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",2060,2397,7.06,,,,1,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - BA","BA 20/09",4878,5993,15.95,3,3,,9,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",3073,3544,10.59,2,2,1,4,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3625,4189,10.69,2,2,2,8,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - Excel VBA","12/11 Excel",2764,3214,10.18,4,4,4,8,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",2601,2990,10.98,2,2,,5,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2402,2717,10.56,1,1,1,12,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",4933,5618,10.41,3,3,,21,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",4430,4741,10.37,,,,18,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",4195,4552,10.49,,,,15,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",3499,3864,10.6,,,,11,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",2326,2624,10.46,,,,10,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",4249,4842,10.47,4,4,,9,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",4927,5642,10.5,1,1,,11,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",5158,6060,10.43,4,4,1,12,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - SQL","1/11 SQL - HCM",5256,6292,15.96,,,,12,2022-08-04,2024-01-17
2023-04-10,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",3378,3915,10.41,2,2,,3,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - BA","BA 20/09",3463,3657,9.27,,,,4,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - BI Track - cần thay đổi","05/11 BI track",1501,1568,5.79,,,,5,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1700,1754,5.73,3,4,,6,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - Excel VBA","12/11 Excel",1514,1557,6.52,2,2,,4,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",693,699,1.81,,,,,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1269,1311,6.06,,,,6,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",4992,5278,5.93,2,2,1,28,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",2523,2617,6.31,1,1,1,13,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",2429,2505,6.12,,,,18,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2590,2688,6.39,2,2,,4,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",1510,1575,6.15,,,,5,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",2745,2846,6.15,,,,1,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",3575,3723,6.21,1,1,1,4,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",3071,3213,5.88,2,2,,5,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - SQL","1/11 SQL - HCM",4280,4473,9.32,,,1,10,2022-08-04,2024-01-17
2023-04-09,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",3050,3256,6.36,,,,4,2022-08-04,2024-01-17
2023-04-04,"[ĐTPTDL] - BA","BA 20/09",3298,3912,13.83,1,1,,6,2022-08-04,2024-01-17
2023-04-04,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1648,1932,9.47,5,5,2,6,2022-08-04,2024-01-17
2023-04-04,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",3126,3713,9.64,4,4,2,19,2022-08-04,2024-01-17
2023-04-04,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",2686,2929,9.11,3,3,1,13,2022-08-04,2024-01-17
2023-04-04,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",2619,2867,9.16,,,,11,2022-08-04,2024-01-17
2023-04-04,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",3348,3737,9.89,1,1,,13,2022-08-04,2024-01-17
2023-04-04,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",1782,2001,10.6,1,1,1,5,2022-08-04,2024-01-17
2023-04-04,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",3059,3534,9.79,1,1,,5,2022-08-04,2024-01-17
2023-04-04,"[ĐTPTDL] - Python Track","10/11 Python Track [26-30]",389,414,1.71,,,,1,2022-08-04,2024-01-17
2023-04-04,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",3462,3919,9.1,1,1,,3,2022-08-04,2024-01-17
2023-04-04,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",3943,4430,9.62,2,2,,7,2022-08-04,2024-01-17
2023-04-04,"[ĐTPTDL] - SQL","1/11 SQL - HCM",5682,6426,14.33,1,1,,11,2022-08-04,2024-01-17
2023-04-04,"[ĐTPTDL] - SQL","1/11 SQL - Hà Nội",3430,3901,9.5,1,2,,6,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - BA","BA 20/09",3448,4289,17.4,2,2,,11,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - Phân tích dữ liệu","Target tổng quan - Content Video",1559,1714,4.8,,,,4,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2790,3281,11.95,2,2,1,9,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","10.03- Power BI [25-34] - Content Video",1086,1237,5,,,,3,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",6650,7510,11.72,2,2,,31,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HCM",4981,5426,11.7,1,2,2,20,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [25-34] - HN",4891,5402,11.72,,,,21,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",5528,6166,11.61,3,3,1,9,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - Python Track","06/12 Python track [27-31]",2369,2719,11.87,,,,3,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - Python Track","10/11 Python Track [20-25]",4823,5626,11.56,,,,5,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - Python Track","10/11 Python Track [26-30]",3836,4468,11.7,,,,5,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",4776,5590,11.75,1,1,,14,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4787,5696,11.98,3,3,1,11,2022-08-04,2024-01-17
2023-04-03,"[ĐTPTDL] - SQL","1/11 SQL - HCM",7960,9291,17.85,1,1,,11,2022-08-04,2024-01-17
